r,f_mean,f_std,n_points
1.4517510978125694,4.229170635880577,2.3379539750964704,28
4.355253293437708,0.5466670848661449,0.9531329565253763,78
7.258755489062847,0.593039138682059,0.8364042681833823,136
10.162257684687987,0.6540366483024951,0.7365933997669454,180
13.065759880313124,0.49924636991170335,0.7781467863909262,230
15.969262075938264,0.7885440879919873,1.0109593908780838,226
18.872764271563405,0.6941886593260251,0.8077817895445277,263
21.77626646718854,0.5958248326977187,0.8980462514147803,275
24.67976866281368,0.609902704670159,0.8729627640788671,307
27.583270858438816,0.3969426896616729,0.8890830127694747,331
30.48677305406396,0.5033915050691308,1.1035896580842657,358
33.3902752496891,0.3699610125168555,0.9382562580109038,380
36.293777445314234,0.32731851156935565,0.8981492634758527,409
39.19727964093937,0.10572557679422434,0.8069208510118289,392
42.100781836564515,0.042510649570716486,0.6663350027923632,370
45.00428403218965,-0.08253387166153864,0.6052291465976603,371
47.90778622781479,-0.07761877614967833,0.4828687195453754,385
50.811288423439926,-0.1321219231540466,0.5799397252486824,395
53.71479061906507,-0.0316850871656663,0.654470751915853,407
56.61829281469021,-0.0012657569250911194,0.7054475452793639,422
59.521795010315344,-0.1303287885796377,0.7274957509493843,430
62.42529720594048,-0.15872780914254525,0.7268379125152677,444
65.32879940156562,-0.11260157505261464,0.7522167404278363,455
68.23230159719077,-0.0722135857575925,0.9346858403677489,469
71.13580379281589,0.06963949484437518,1.0129206444937942,477
74.03930598844104,0.0886207174573626,0.9433023202176856,483
76.94280818406617,0.07731729294099753,0.9576932762384328,513
79.84631037969132,0.1784490754458595,0.9978908824851769,515
82.74981257531647,0.11606207694121135,0.8097976199373058,530
85.65331477094159,0.20600630430958597,0.9592570677156355,545
88.55681696656674,0.19899575193079502,0.9626155956740584,560
91.46031916219187,0.13612343472134603,0.7872736240475815,481
94.36382135781702,0.05298686011713417,0.6983936857974157,460
97.26732355344214,-0.0022170761522838866,0.6079615999465747,443
100.17082574906729,0.021257703142787344,0.5187519116629408,435
103.07432794469241,0.1070542906768809,0.6032689756728529,430
105.97783014031756,0.23811680277328065,0.6555959515960708,425
108.88133233594272,0.2847257971790735,0.7473879704278236,424
111.78483453156784,0.29993850112510273,0.7207898488772984,414
114.68833672719299,0.481438593073434,0.8528399705878372,391
117.59183892281811,0.6222777940628771,0.892136771580678,265
120.49534111844326,0.8245145315443191,0.9108529021382682,196
123.39884331406839,0.7643558963232647,0.9760863865649198,157
126.30234550969354,0.7337906136129982,0.9286915348783089,136
129.20584770531866,1.1117297005586482,1.3528628904701305,111
132.1093499009438,1.3661542597717353,2.310294603313208,89
135.01285209656896,0.9239964821893311,0.8694154657170673,68
137.9163542921941,0.8644042488367509,0.9460774585667976,51
140.81985648781924,1.0945269522081955,0.800552910102024,31
143.72335868344436,1.2952963994602862,1.5347026077823327,13
